return_id,order_id,product_id,return_reason,return_datetime,refund_amount
R00002510,O00036966,P00502,Damaged,2025-02-10 05:52:25,3411.25
R00002511,O00036977,P00188,Wrong item,2025-03-10 00:47:28,106033.5
R00002512,O00036988,P00315,Buyer remorse,2025-03-04 03:31:34,3265.24
R00002513,O00036996,P00048,Not as described,2025-07-30 03:00:27,345.38
R00002514,O00037011,P00739,Not as described,2025-07-16 18:02:54,2160.57
R00002515,O00037029,P00782,Damaged,2024-12-17 14:19:29,260.31
R00002516,O00037063,P00022,Buyer remorse,2024-09-15 14:55:26,1252.51
R00002517,O00037065,P00037,Not as described,2025-07-09 13:57:53,358577.82
R00002518,O00037074,P00067,Not as described,2024-12-06 10:31:54,402.42
R00002519,O00037088,P00602,Not as described,2025-06-08 19:38:51,2020.34
R00002520,O00037094,P00369,Buyer remorse,2025-07-26 13:37:12,160422.99
R00002521,O00037099,P00631,Wrong item,2024-11-04 11:37:32,1254.72
R00002522,O00037106,P00664,Wrong item,2025-06-28 04:32:57,748.71
R00002523,O00037113,P00553,Not as described,2025-03-12 09:59:41,41818.42
R00002524,O00037123,P00474,Not as described,2024-10-03 22:36:55,38416.34
R00002525,O00037141,P00174,Not as described,2025-02-23 16:49:03,325847.4
R00002526,O00037154,P00693,Not as described,2024-09-25 14:36:46,43985.0
R00002527,O00037164,P00373,Buyer remorse,2025-01-26 21:37:21,2715.14
R00002528,O00037196,P00539,Not as described,2024-12-21 09:17:19,4154.9
R00002529,O00037201,P00485,Wrong item,2025-08-05 19:45:14,15292.86
R00002530,O00037204,P00035,Wrong item,2025-05-14 09:17:42,1251.33
R00002531,O00037227,P00262,Not as described,2024-12-23 23:42:05,1481.44
R00002532,O00037238,P00681,Damaged,2024-09-27 08:29:27,4380.03
R00002533,O00037252,P00041,Buyer remorse,2025-05-14 08:00:38,55249.74
R00002534,O00037258,P00788,Not as described,2025-03-13 08:12:31,2455.27
R00002535,O00037260,P00249,Buyer remorse,2025-07-17 23:04:54,312381.85
R00002536,O00037276,P00615,Not as described,2024-12-21 01:52:37,2396.2
R00002537,O00037292,P00787,Buyer remorse,2024-11-12 23:11:57,208.77
R00002538,O00037295,P00634,Damaged,2025-05-13 13:51:31,2066.87
R00002539,O00037324,P00161,Wrong item,2025-04-21 10:59:22,65.32
R00002540,O00037344,P00028,Buyer remorse,2025-02-10 09:22:35,2690.04
R00002541,O00037353,P00595,Damaged,2025-02-04 14:51:29,1101.74
R00002542,O00037390,P00570,Damaged,2025-05-16 14:53:25,932.23
R00002543,O00037410,P00551,Not as described,2025-02-26 23:20:49,127404.59
R00002544,O00037443,P00500,Wrong item,2025-06-22 18:09:36,1529.47
R00002545,O00037462,P00632,Not as described,2025-07-21 18:12:43,69632.1
R00002546,O00037469,P00091,Damaged,2025-04-19 02:50:36,59.02
R00002547,O00037470,P00576,Buyer remorse,2025-03-30 17:31:49,1149.6
R00002548,O00037474,P00365,Not as described,2025-08-16 15:13:40,2088.17
R00002549,O00037478,P00285,Wrong item,2025-05-28 11:59:56,837.11
R00002550,O00037497,P00343,Wrong item,2025-02-04 18:41:06,901.84
R00002551,O00037511,P00613,Damaged,2025-04-11 08:51:44,1779.51
R00002552,O00037527,P00538,Damaged,2024-09-03 16:35:00,28019.76
R00002553,O00037535,P00722,Not as described,2024-09-18 23:22:29,1474.85
R00002554,O00037536,P00095,Wrong item,2024-10-16 13:23:24,215.72
R00002555,O00037607,P00395,Not as described,2025-06-21 19:19:39,2552.73
R00002556,O00037628,P00074,Damaged,2025-08-25 20:40:43,220.31
R00002557,O00037657,P00426,Wrong item,2025-01-18 19:20:23,587394.07
R00002558,O00037666,P00395,Not as described,2024-10-04 16:49:07,3442.93
R00002559,O00037722,P00343,Damaged,2025-05-31 18:37:42,399.42
R00002560,O00037730,P00256,Damaged,2025-05-04 15:22:28,2453.13
R00002561,O00037734,P00137,Not as described,2025-03-27 04:41:00,595.51
R00002562,O00037779,P00704,Wrong item,2025-03-23 03:20:17,689549.67
R00002563,O00037818,P00419,Wrong item,2025-04-24 09:14:41,103.22
R00002564,O00037824,P00696,Wrong item,2025-01-01 08:12:14,2455.32
R00002565,O00037829,P00162,Not as described,2025-03-10 03:57:53,1547.61
R00002566,O00037879,P00346,Damaged,2025-01-21 23:30:25,2364.12
R00002567,O00037880,P00285,Not as described,2024-10-05 02:26:36,2588.06
R00002568,O00037885,P00077,Wrong item,2024-09-30 18:48:41,292.53
R00002569,O00037887,P00389,Wrong item,2024-09-29 06:10:04,2755.28
R00002570,O00037889,P00386,Damaged,2025-03-27 19:50:35,3700.96
R00002571,O00037914,P00271,Wrong item,2025-03-21 03:08:50,105254.49
R00002572,O00037915,P00424,Not as described,2025-05-07 12:22:06,409781.44
R00002573,O00037920,P00065,Wrong item,2025-04-25 19:15:42,1425.71
R00002574,O00037939,P00450,Damaged,2025-08-11 13:27:55,112131.86
R00002575,O00037945,P00178,Damaged,2025-07-15 08:57:18,2121.83
R00002576,O00037981,P00228,Damaged,2025-03-31 22:37:22,2731.12
R00002577,O00038016,P00070,Buyer remorse,2024-09-15 14:33:00,276951.22
R00002578,O00038057,P00579,Buyer remorse,2024-12-03 18:26:59,109.23
R00002579,O00038063,P00069,Not as described,2024-12-24 16:42:49,866.76
R00002580,O00038072,P00321,Not as described,2025-04-13 12:07:32,246939.35
R00002581,O00038075,P00241,Damaged,2025-03-22 00:04:02,3030.89
R00002582,O00038078,P00090,Damaged,2024-12-16 02:04:03,255864.88
R00002583,O00038102,P00055,Not as described,2024-10-30 03:18:39,340237.04
R00002584,O00038115,P00470,Buyer remorse,2025-06-28 00:22:04,2181.95
R00002585,O00038119,P00387,Damaged,2025-01-31 00:08:59,855.63
R00002586,O00038123,P00270,Wrong item,2024-09-12 20:05:09,3830.35
R00002587,O00038124,P00519,Not as described,2025-07-04 22:28:35,294730.36
R00002588,O00038131,P00480,Wrong item,2025-04-23 15:31:37,5025.43
R00002589,O00038157,P00617,Buyer remorse,2024-12-14 06:30:11,498343.23
R00002590,O00038160,P00273,Wrong item,2024-09-01 09:43:18,2502.19
R00002591,O00038167,P00069,Not as described,2025-01-29 09:22:56,68564.92
R00002592,O00038174,P00663,Damaged,2025-07-03 07:53:13,759.13
R00002593,O00038186,P00164,Wrong item,2025-08-09 08:57:44,2885.23
R00002594,O00038202,P00415,Not as described,2025-03-27 22:04:05,2077.57
R00002595,O00038216,P00231,Not as described,2024-11-19 04:24:00,691.01
R00002596,O00038239,P00060,Damaged,2025-01-29 14:10:20,352.97
R00002597,O00038246,P00649,Buyer remorse,2024-12-02 01:32:20,27490.15
R00002598,O00038247,P00422,Not as described,2024-11-26 00:19:08,2451.41
R00002599,O00038249,P00055,Wrong item,2025-08-25 21:27:03,4013.75
R00002600,O00038259,P00464,Damaged,2025-06-15 21:29:01,1292.58
R00002601,O00038300,P00700,Not as described,2025-06-04 10:25:00,67.97
R00002602,O00038304,P00266,Buyer remorse,2025-05-23 19:02:26,1586.35
R00002603,O00038307,P00730,Wrong item,2025-08-06 15:48:14,29252.21
R00002604,O00038324,P00330,Wrong item,2025-02-24 16:49:35,4482.33
R00002605,O00038355,P00136,Damaged,2025-08-12 23:35:21,880.57
R00002606,O00038356,P00563,Damaged,2024-11-07 23:39:55,7019.03
R00002607,O00038380,P00557,Damaged,2025-08-23 12:13:11,1462.27
R00002608,O00038387,P00517,Not as described,2025-05-20 20:54:15,1838.22
R00002609,O00038401,P00491,Damaged,2024-09-14 20:03:16,464.78
R00002610,O00038454,P00476,Damaged,2025-01-10 04:16:28,588.57
R00002611,O00038470,P00033,Wrong item,2025-06-11 05:37:42,240791.7
R00002612,O00038489,P00798,Not as described,2024-11-17 19:42:48,2032.83
R00002613,O00038492,P00057,Buyer remorse,2024-11-11 02:23:42,162089.91
R00002614,O00038503,P00254,Buyer remorse,2025-07-15 17:42:37,85949.87
R00002615,O00038512,P00215,Damaged,2024-09-08 09:08:19,525.79
R00002616,O00038536,P00106,Not as described,2025-03-17 14:44:39,305.82
R00002617,O00038541,P00242,Wrong item,2024-09-13 03:24:16,1027.62
R00002618,O00038586,P00635,Damaged,2025-03-29 03:18:48,2645.15
R00002619,O00038604,P00499,Not as described,2024-11-08 15:02:23,2610.32
R00002620,O00038620,P00662,Wrong item,2024-09-28 13:01:39,9001.24
R00002621,O00038659,P00027,Wrong item,2025-04-05 00:24:37,347667.51
R00002622,O00038666,P00402,Damaged,2024-10-04 05:22:51,1343.26
R00002623,O00038675,P00337,Buyer remorse,2025-06-14 00:09:35,65201.19
R00002624,O00038711,P00429,Buyer remorse,2025-06-22 10:44:29,454.29
R00002625,O00038737,P00699,Not as described,2024-10-13 19:15:04,70549.04
R00002626,O00038781,P00550,Not as described,2024-11-20 07:05:06,1802.02
R00002627,O00038785,P00131,Not as described,2025-01-05 16:15:01,158855.32
R00002628,O00038792,P00002,Not as described,2024-09-13 03:11:54,36823.87
R00002629,O00038815,P00682,Buyer remorse,2024-12-15 20:38:15,119449.87
R00002630,O00038835,P00315,Wrong item,2025-01-30 02:27:20,1812.88
R00002631,O00038849,P00138,Buyer remorse,2025-08-10 07:30:04,1026.86
R00002632,O00038856,P00081,Wrong item,2025-01-06 09:31:42,3069.19
R00002633,O00038873,P00161,Not as described,2025-02-02 22:33:19,1180.06
R00002634,O00038920,P00391,Buyer remorse,2025-07-01 22:05:02,31140.14
R00002635,O00038923,P00549,Not as described,2024-12-06 19:04:21,408.02
R00002636,O00038924,P00230,Damaged,2024-12-18 08:10:49,1550.68
R00002637,O00038929,P00210,Damaged,2025-04-13 22:17:41,2267.72
R00002638,O00038937,P00445,Wrong item,2024-09-05 18:09:16,177405.71
R00002639,O00038940,P00420,Wrong item,2024-12-08 04:24:25,656984.96
R00002640,O00038953,P00520,Wrong item,2024-11-04 13:25:31,391437.26
R00002641,O00038980,P00022,Damaged,2025-02-08 07:34:47,228008.19
R00002642,O00039000,P00184,Damaged,2025-08-11 08:52:42,691359.95
R00002643,O00039021,P00461,Wrong item,2024-11-15 19:52:36,137172.09
R00002644,O00039042,P00171,Damaged,2025-04-28 11:27:23,5297.87
R00002645,O00039048,P00040,Damaged,2025-05-19 23:48:48,513.08
R00002646,O00039049,P00271,Not as described,2025-07-20 20:36:36,166355.03
R00002647,O00039058,P00551,Damaged,2024-08-22 12:53:04,131607.14
R00002648,O00039065,P00497,Buyer remorse,2024-12-20 20:28:01,1197.28
R00002649,O00039082,P00374,Damaged,2025-08-21 08:59:00,1010.61
R00002650,O00039094,P00256,Damaged,2025-02-18 02:58:14,6500.76
R00002651,O00039096,P00608,Not as described,2024-10-25 21:52:29,2564.23
R00002652,O00039119,P00259,Wrong item,2025-08-17 13:28:14,1615.52
R00002653,O00039141,P00139,Damaged,2024-09-02 00:30:12,382.37
R00002654,O00039178,P00615,Buyer remorse,2024-10-30 21:24:21,1883.15
R00002655,O00039185,P00700,Damaged,2025-06-24 06:53:01,31.78
R00002656,O00039213,P00419,Not as described,2024-11-19 18:07:04,199.32
R00002657,O00039237,P00655,Not as described,2025-03-31 23:31:47,149302.58
R00002658,O00039249,P00764,Wrong item,2024-11-03 01:16:29,1808.59
R00002659,O00039263,P00363,Wrong item,2025-03-12 17:13:13,1189.11
R00002660,O00039274,P00773,Buyer remorse,2024-10-19 17:22:36,56464.94
R00002661,O00039275,P00493,Damaged,2024-12-19 09:24:30,421.08
R00002662,O00039276,P00704,Buyer remorse,2025-02-19 19:55:51,268015.52
R00002663,O00039284,P00107,Damaged,2025-08-23 14:45:30,1642.12
R00002664,O00039290,P00441,Wrong item,2025-03-14 12:27:17,1020.35
R00002665,O00039325,P00592,Not as described,2024-10-16 11:27:51,2714.47
R00002666,O00039331,P00384,Buyer remorse,2024-10-12 13:57:32,288.51
R00002667,O00039343,P00507,Not as described,2024-11-03 06:27:15,3537.01
R00002668,O00039346,P00708,Wrong item,2025-04-22 14:29:13,69992.82
R00002669,O00039358,P00551,Wrong item,2024-12-02 05:13:19,397.28
R00002670,O00039361,P00778,Damaged,2025-01-08 23:08:58,3502.26
R00002671,O00039393,P00730,Not as described,2025-04-20 12:17:00,322.62
R00002672,O00039409,P00608,Wrong item,2024-09-13 01:04:34,719.01
R00002673,O00039422,P00319,Not as described,2024-11-04 11:55:54,1419.54
R00002674,O00039426,P00104,Wrong item,2025-07-23 04:22:37,940.76
R00002675,O00039434,P00285,Buyer remorse,2025-04-30 23:12:15,1656.26
R00002676,O00039445,P00313,Damaged,2024-11-17 00:46:13,2267.74
R00002677,O00039461,P00220,Damaged,2024-12-27 00:17:43,306.87
R00002678,O00039480,P00398,Buyer remorse,2025-06-11 21:45:02,1478.59
R00002679,O00039481,P00598,Buyer remorse,2025-05-22 08:35:12,83.54
R00002680,O00039496,P00320,Wrong item,2025-08-22 07:30:31,4089.86
R00002681,O00039529,P00277,Buyer remorse,2025-04-12 01:52:33,2623.52
R00002682,O00039543,P00568,Wrong item,2025-06-28 17:35:05,131.89
R00002683,O00039554,P00051,Damaged,2025-05-11 17:38:29,573.67
R00002684,O00039565,P00219,Buyer remorse,2024-11-23 13:49:08,4781.92
R00002685,O00039571,P00069,Wrong item,2025-04-11 06:48:33,586533.9
R00002686,O00039574,P00157,Wrong item,2025-01-05 13:26:57,1064.61
R00002687,O00039608,P00719,Buyer remorse,2024-11-27 15:22:29,2508.64
R00002688,O00039634,P00384,Not as described,2025-08-13 08:46:55,235.82
R00002689,O00039649,P00742,Damaged,2024-11-07 18:25:20,1007.89
R00002690,O00039719,P00434,Damaged,2024-12-26 11:06:56,1458.49
R00002691,O00039723,P00264,Wrong item,2025-03-13 01:07:31,351287.36
R00002692,O00039730,P00265,Damaged,2024-09-09 17:48:26,939.64
R00002693,O00039749,P00473,Wrong item,2025-02-16 21:46:28,961.88
R00002694,O00039751,P00394,Damaged,2024-11-14 19:04:51,34.27
R00002695,O00039759,P00338,Wrong item,2024-11-01 19:26:34,3598.26
R00002696,O00039766,P00280,Buyer remorse,2024-09-14 00:43:44,1531.84
R00002697,O00039777,P00567,Wrong item,2025-07-17 08:21:28,822.19
R00002698,O00039784,P00172,Wrong item,2024-08-31 03:05:06,1701.7
R00002699,O00039787,P00607,Buyer remorse,2024-10-01 15:06:56,2927.69
R00002700,O00039816,P00717,Damaged,2025-04-23 23:54:28,56530.36
R00002701,O00039832,P00454,Buyer remorse,2024-09-07 17:55:42,3650.53
R00002702,O00039834,P00534,Wrong item,2024-09-09 09:57:15,193650.72
R00002703,O00039852,P00793,Wrong item,2025-02-14 08:36:13,1469.49
R00002704,O00039855,P00706,Buyer remorse,2024-08-29 06:27:09,3695.94
R00002705,O00039860,P00313,Wrong item,2025-03-30 06:54:30,150443.15
R00002706,O00039864,P00601,Buyer remorse,2025-05-17 08:11:04,3739.12
R00002707,O00039872,P00341,Buyer remorse,2025-03-26 10:18:12,758.66
R00002708,O00039874,P00638,Wrong item,2025-06-13 12:49:23,5402.37
R00002709,O00039876,P00102,Wrong item,2025-05-22 16:45:28,11427.62
R00002710,O00039877,P00382,Damaged,2025-02-07 10:56:27,1141.99
R00002711,O00039883,P00053,Wrong item,2025-07-08 10:19:07,311.4
R00002712,O00039887,P00382,Buyer remorse,2025-04-07 05:12:48,207054.17
R00002713,O00039914,P00495,Wrong item,2025-05-31 04:32:55,820.95
R00002714,O00039917,P00579,Damaged,2025-02-05 08:07:35,13484.8
R00002715,O00039936,P00276,Damaged,2024-10-29 05:47:40,589825.64
R00002716,O00039946,P00782,Wrong item,2025-05-10 05:35:44,139.17
R00002717,O00039951,P00247,Not as described,2024-09-15 15:03:14,109250.92
R00002718,O00039966,P00003,Buyer remorse,2025-05-29 02:10:04,559.36
R00002719,O00039968,P00245,Damaged,2024-12-28 04:11:53,259974.75
R00002720,O00039969,P00245,Buyer remorse,2025-07-04 04:43:17,258169.17
R00002721,O00039974,P00796,Buyer remorse,2024-10-17 07:11:14,21012.6
R00002722,O00040007,P00611,Wrong item,2025-08-03 03:42:21,592315.33
R00002723,O00040051,P00334,Not as described,2025-07-25 01:21:41,3841.58
R00002724,O00040053,P00052,Damaged,2025-01-04 04:43:03,1030.9
R00002725,O00040078,P00720,Wrong item,2025-03-25 22:20:55,1295.47
R00002726,O00040080,P00040,Buyer remorse,2025-01-30 13:03:20,58576.92
R00002727,O00040084,P00667,Buyer remorse,2024-10-27 07:40:51,329801.79
R00002728,O00040086,P00730,Not as described,2025-01-22 21:14:23,314.74
R00002729,O00040109,P00480,Damaged,2024-09-30 13:25:16,1695.1
R00002730,O00040126,P00586,Not as described,2024-09-16 06:40:37,431033.78
R00002731,O00040151,P00640,Damaged,2025-01-05 15:24:33,754.97
R00002732,O00040153,P00008,Damaged,2025-07-29 05:13:04,172081.67
R00002733,O00040157,P00561,Not as described,2025-04-14 08:04:31,746.45
R00002734,O00040189,P00411,Damaged,2025-08-07 08:53:39,459.22
R00002735,O00040221,P00600,Wrong item,2025-01-25 00:53:12,1926.66
R00002736,O00040245,P00641,Not as described,2025-08-11 09:04:46,3065.23
R00002737,O00040257,P00636,Buyer remorse,2025-02-28 01:39:56,123.94
R00002738,O00040282,P00596,Wrong item,2024-12-13 13:40:49,120.95
R00002739,O00040295,P00316,Damaged,2025-07-19 03:28:18,4285.17
R00002740,O00040311,P00612,Buyer remorse,2025-03-06 18:55:20,2865.74
R00002741,O00040318,P00088,Damaged,2024-12-13 02:10:59,191156.81
R00002742,O00040339,P00003,Not as described,2024-09-21 03:53:02,435.75
R00002743,O00040344,P00223,Buyer remorse,2025-05-28 01:34:09,960.54
R00002744,O00040379,P00434,Not as described,2024-10-13 10:43:45,298273.73
R00002745,O00040383,P00775,Not as described,2025-07-18 02:31:48,4381.08
R00002746,O00040384,P00078,Buyer remorse,2025-08-13 00:35:37,657.87
R00002747,O00040394,P00110,Buyer remorse,2025-03-20 12:58:42,397586.82
R00002748,O00040398,P00792,Wrong item,2024-09-18 22:09:12,2807.8
R00002749,O00040420,P00004,Buyer remorse,2025-05-04 04:52:11,43.88
R00002750,O00040473,P00385,Damaged,2024-09-20 16:44:53,2413.63
R00002751,O00040495,P00101,Buyer remorse,2025-07-07 03:15:18,995.82
R00002752,O00040499,P00220,Wrong item,2024-12-09 21:14:32,415.47
R00002753,O00040508,P00003,Wrong item,2025-04-05 11:23:05,787.42
R00002754,O00040521,P00731,Not as described,2024-11-15 15:38:56,2098.33
R00002755,O00040527,P00210,Damaged,2024-11-26 03:21:32,383065.54
R00002756,O00040537,P00018,Damaged,2025-07-09 09:53:41,114759.94
R00002757,O00040545,P00251,Buyer remorse,2025-03-15 22:52:30,610.17
R00002758,O00040571,P00800,Not as described,2025-01-20 01:01:48,322.76
R00002759,O00040588,P00296,Damaged,2024-10-02 02:23:56,675.87
R00002760,O00040603,P00536,Buyer remorse,2024-09-06 18:59:34,2499.4
R00002761,O00040616,P00772,Not as described,2024-10-06 13:00:43,15232.74
R00002762,O00040644,P00475,Wrong item,2025-05-16 03:43:44,379.07
R00002763,O00040662,P00320,Buyer remorse,2024-10-20 09:21:38,4077.07
R00002764,O00040672,P00139,Not as described,2025-01-27 00:59:26,387.06
R00002765,O00040674,P00598,Not as described,2025-02-13 08:18:31,97.7
R00002766,O00040695,P00595,Buyer remorse,2025-04-02 14:27:06,1430.78
R00002767,O00040701,P00092,Damaged,2025-07-28 15:06:06,1473.51
R00002768,O00040702,P00284,Buyer remorse,2025-08-22 02:15:51,775478.09
R00002769,O00040711,P00338,Wrong item,2025-05-24 19:20:04,993.7
R00002770,O00040713,P00280,Damaged,2025-03-30 02:39:43,2090.72
R00002771,O00040740,P00774,Not as described,2025-01-29 15:11:14,219741.11
R00002772,O00040742,P00567,Not as described,2025-05-25 23:26:44,537.96
R00002773,O00040750,P00655,Buyer remorse,2024-12-21 23:50:39,1294.5
R00002774,O00040751,P00235,Not as described,2024-09-10 14:11:43,2643.53
R00002775,O00040753,P00594,Damaged,2025-06-02 06:58:03,624.64
R00002776,O00040760,P00733,Damaged,2025-07-07 09:29:23,283667.02
R00002777,O00040762,P00707,Damaged,2025-06-11 05:03:23,73185.48
R00002778,O00040767,P00150,Damaged,2025-03-02 00:18:50,109595.45
R00002779,O00040768,P00757,Not as described,2024-11-05 21:45:12,1835.65
R00002780,O00040772,P00274,Buyer remorse,2024-12-07 23:32:33,3561.76
R00002781,O00040793,P00316,Buyer remorse,2025-05-14 09:43:48,738.25
R00002782,O00040797,P00447,Buyer remorse,2025-07-02 00:03:22,310863.92
R00002783,O00040810,P00623,Damaged,2025-01-07 16:21:50,210.84
R00002784,O00040832,P00183,Wrong item,2025-06-03 18:45:37,82332.11
R00002785,O00040833,P00431,Damaged,2025-04-18 19:32:28,1371.97
R00002786,O00040856,P00156,Not as described,2025-04-28 04:12:27,4383.73
R00002787,O00040857,P00705,Damaged,2025-05-05 11:41:35,739.75
R00002788,O00040877,P00555,Wrong item,2024-12-11 12:43:02,146596.75
R00002789,O00040881,P00711,Not as described,2024-08-31 13:48:18,4606.29
R00002790,O00040896,P00116,Buyer remorse,2025-02-08 11:37:18,4380.77
R00002791,O00040930,P00404,Not as described,2024-12-21 21:06:31,3447.4
R00002792,O00040937,P00789,Buyer remorse,2024-09-13 08:09:36,87246.85
R00002793,O00040953,P00604,Buyer remorse,2024-09-14 16:59:03,1300.63
R00002794,O00040974,P00329,Wrong item,2024-11-25 07:40:23,1614.83
R00002795,O00040978,P00541,Not as described,2024-09-09 10:38:59,5472.32
R00002796,O00040986,P00683,Buyer remorse,2025-01-20 23:03:19,62.48
R00002797,O00041021,P00712,Buyer remorse,2025-06-27 01:08:34,196.74
R00002798,O00041043,P00732,Wrong item,2025-03-29 15:09:46,2882.37
R00002799,O00041067,P00026,Not as described,2024-08-25 08:53:47,134656.55
R00002800,O00041087,P00025,Wrong item,2025-07-20 13:47:27,6718.64
R00002801,O00041097,P00128,Buyer remorse,2025-05-21 00:21:54,304.47
R00002802,O00041103,P00046,Not as described,2024-11-18 05:16:29,173452.43
R00002803,O00041219,P00075,Damaged,2025-01-06 05:51:48,131.5
R00002804,O00041239,P00200,Wrong item,2024-08-30 08:49:08,5056.54
R00002805,O00041247,P00604,Wrong item,2025-04-05 20:07:33,154172.77
R00002806,O00041259,P00482,Buyer remorse,2024-09-22 23:18:56,114762.51
R00002807,O00041273,P00310,Buyer remorse,2025-05-26 20:18:56,364.28
R00002808,O00041293,P00401,Not as described,2025-02-10 03:18:50,1453.93
R00002809,O00041301,P00256,Wrong item,2025-07-31 18:00:39,5240.24
R00002810,O00041336,P00618,Wrong item,2025-02-21 16:37:51,1947.09
R00002811,O00041347,P00079,Wrong item,2024-11-05 00:28:29,126734.3
R00002812,O00041359,P00416,Buyer remorse,2025-01-28 18:31:52,10898.3
R00002813,O00041376,P00082,Damaged,2024-12-27 10:55:55,155473.63
R00002814,O00041382,P00042,Not as described,2025-06-07 15:43:52,3162.76
R00002815,O00041412,P00343,Not as described,2025-01-20 18:47:04,36263.28
R00002816,O00041429,P00080,Damaged,2025-03-31 20:46:50,965.13
R00002817,O00041433,P00681,Wrong item,2025-01-26 06:25:21,460445.43
R00002818,O00041452,P00152,Damaged,2025-01-06 08:51:34,528.64
R00002819,O00041478,P00582,Damaged,2024-08-26 04:26:01,1705.07
R00002820,O00041529,P00573,Not as described,2025-02-20 07:32:08,873.65
R00002821,O00041538,P00287,Damaged,2025-02-13 10:28:05,296293.96
R00002822,O00041561,P00385,Buyer remorse,2024-10-29 01:02:22,4543.41
R00002823,O00041563,P00300,Damaged,2025-05-16 17:11:32,216.15
R00002824,O00041573,P00472,Not as described,2024-12-24 23:49:00,3545.21
R00002825,O00041578,P00007,Not as described,2025-02-08 08:16:07,235152.78
R00002826,O00041601,P00082,Not as described,2024-10-21 15:43:21,1836.78
R00002827,O00041608,P00697,Not as described,2025-08-31 10:10:01,721.06
R00002828,O00041620,P00734,Wrong item,2025-08-05 16:35:50,2550.93
R00002829,O00041630,P00095,Not as described,2025-05-27 21:08:36,36.48
R00002830,O00041637,P00534,Not as described,2025-03-02 07:24:24,5390.37
R00002831,O00041642,P00126,Not as described,2025-02-02 03:28:49,3534.69
R00002832,O00041658,P00242,Not as described,2024-09-11 05:50:20,2250.88
R00002833,O00041731,P00604,Damaged,2024-10-17 16:58:56,338721.61
R00002834,O00041738,P00007,Not as described,2025-05-25 22:52:07,1173.65
R00002835,O00041754,P00288,Wrong item,2024-12-27 07:35:16,3299.13
R00002836,O00041766,P00032,Wrong item,2024-12-09 05:46:19,64442.55
R00002837,O00041780,P00503,Wrong item,2025-04-21 20:54:13,166169.34
R00002838,O00041789,P00372,Damaged,2025-04-13 12:43:11,187578.35
R00002839,O00041793,P00426,Wrong item,2025-05-15 12:35:07,1806.29
R00002840,O00041795,P00415,Damaged,2024-11-25 06:35:28,4177.58
R00002841,O00041796,P00504,Not as described,2025-08-13 00:08:04,2220.15
R00002842,O00041805,P00687,Not as described,2025-03-04 19:15:19,1719.09
R00002843,O00041809,P00320,Wrong item,2025-02-20 10:05:57,1152.29
R00002844,O00041817,P00232,Wrong item,2024-10-24 14:42:15,3883.33
R00002845,O00041827,P00326,Damaged,2025-07-14 10:48:48,1631.97
R00002846,O00041828,P00684,Not as described,2024-11-07 07:15:08,2457.69
R00002847,O00041852,P00435,Damaged,2025-07-18 01:36:24,6504.17
R00002848,O00041866,P00623,Damaged,2025-09-02 12:55:37,284.2
R00002849,O00041897,P00043,Wrong item,2024-11-12 19:55:42,916.63
R00002850,O00041930,P00692,Wrong item,2025-06-18 09:20:39,283846.59
R00002851,O00041936,P00725,Not as described,2025-07-08 23:38:07,4595.61
R00002852,O00041943,P00410,Buyer remorse,2025-04-06 01:10:42,195929.11
R00002853,O00041950,P00788,Buyer remorse,2024-09-12 14:17:44,1202.89
R00002854,O00041954,P00382,Wrong item,2024-10-22 20:45:55,479.24
R00002855,O00041968,P00480,Not as described,2025-01-15 14:12:45,4813.23
R00002856,O00041975,P00499,Buyer remorse,2025-04-18 04:14:15,201271.6
R00002857,O00041977,P00247,Damaged,2025-05-01 09:37:02,223.02
R00002858,O00041992,P00433,Damaged,2025-02-25 14:23:07,3037.2
R00002859,O00042003,P00063,Damaged,2024-09-30 01:52:08,2081.37
R00002860,O00042004,P00679,Buyer remorse,2025-07-18 11:24:55,424121.63
R00002861,O00042008,P00126,Wrong item,2025-03-07 22:04:37,5251.92
R00002862,O00042055,P00555,Damaged,2025-06-16 05:30:00,469768.33
R00002863,O00042094,P00691,Not as described,2025-03-21 04:24:34,946.56
R00002864,O00042097,P00440,Wrong item,2024-09-10 23:32:34,3606.12
R00002865,O00042115,P00058,Wrong item,2025-06-15 05:32:13,8494.24
R00002866,O00042122,P00401,Damaged,2025-04-06 06:46:19,1494.08
R00002867,O00042151,P00047,Not as described,2025-06-19 22:47:21,5219.0
R00002868,O00042163,P00758,Not as described,2025-07-22 13:04:41,272.96
R00002869,O00042178,P00590,Damaged,2025-05-26 13:37:39,6090.79
R00002870,O00042214,P00527,Damaged,2025-03-30 07:33:32,1026.32
R00002871,O00042247,P00034,Not as described,2024-10-11 07:38:50,143950.33
R00002872,O00042255,P00530,Buyer remorse,2024-12-18 23:59:45,17352.05
R00002873,O00042261,P00137,Buyer remorse,2024-09-02 15:17:18,62675.82
R00002874,O00042266,P00082,Not as described,2024-11-02 19:24:55,935.7
R00002875,O00042285,P00110,Not as described,2025-07-04 11:56:02,1563.2
R00002876,O00042290,P00788,Damaged,2024-12-19 19:58:30,1459.05
R00002877,O00042312,P00366,Not as described,2025-08-06 02:56:14,1161.68
R00002878,O00042315,P00550,Not as described,2025-02-28 12:06:31,193246.57
R00002879,O00042321,P00708,Wrong item,2024-12-11 05:43:21,733.3
R00002880,O00042326,P00358,Buyer remorse,2025-07-16 08:25:59,2617.73
