order_id,customer_id,order_datetime,order_timezone,total_amount,currency,status,warehouse_id,shipping_delay_hours
O00034019,C04762,2024-12-31 19:51:52,Asia/Singapore,18405.25,AUD,shipped,W001,8
O00034020,C04326,2025-06-09 16:30:58,UTC,2418.48,CAD,placed,W003,19
O00034021,C02766,2024-10-27 22:14:27,UTC,5239.36,EUR,placed,W002,16
O00034022,C04330,2025-03-23 12:16:35,America/Los_Angeles,11359.75,AUD,shipped,W004,18
O00034023,C02879,2025-05-16 20:22:26,Europe/London,5755.17,GBP,delivered,W004,12
O00034024,C03649,2024-11-12 20:34:36,Asia/Singapore,12513.11,EUR,shipped,W001,10
O00034025,C00077,2025-03-31 17:12:39,UTC,9936.29,GBP,delivered,W006,19
O00034026,C01853,2025-02-07 00:50:13,UTC,6371.52,EUR,shipped,W004,11
O00034027,C04946,2025-04-13 09:49:16,Asia/Singapore,13619.1,EUR,delivered,W007,20
O00034028,C01334,2025-03-31 06:12:41,Asia/Singapore,495411.76,JPY,returned,W008,23
O00034029,C02022,2025-03-09 02:48:58,UTC,152869.12,JPY,shipped,W008,1
O00034030,C00093,2024-12-19 16:50:35,Europe/London,510358.84,JPY,delivered,W008,15
O00034031,C04974,2025-03-19 20:27:05,America/New_York,1256517.66,JPY,shipped,W003,21
O00034032,C00328,2025-02-19 04:52:14,Europe/London,2710.62,GBP,cancelled,W005,12
O00034033,C00559,2024-10-24 10:08:06,America/Los_Angeles,2684.32,GBP,delivered,W007,30
O00034034,C01286,2024-11-19 20:11:22,America/New_York,27931.37,CAD,shipped,W006,2
O00034035,C01615,2024-12-02 20:19:00,America/Los_Angeles,8552.96,USD,delivered,W007,15
O00034036,C03452,2024-08-28 11:10:37,America/Los_Angeles,511262.5,INR,returned,W005,11
O00034037,C01748,2025-02-01 09:29:08,America/Los_Angeles,1510.28,AUD,delivered,W004,26
O00034038,C00116,2024-12-14 20:53:25,Asia/Singapore,5999.08,USD,shipped,W001,0
O00034039,C02669,2024-09-02 07:12:21,America/New_York,1960010.27,JPY,shipped,W004,12
O00034040,C04286,2025-04-20 19:19:11,UTC,2332051.47,JPY,shipped,W006,17
O00034041,C02120,2024-11-20 03:21:55,UTC,1703119.11,JPY,shipped,W007,10
O00034042,C04169,2025-01-21 22:46:59,Europe/Berlin,19693.82,USD,delivered,W007,8
O00034043,C01179,2024-09-26 18:36:36,America/New_York,2287.24,GBP,shipped,W007,9
O00034044,C04161,2025-03-25 23:11:44,America/New_York,8464.71,GBP,shipped,W005,7
O00034045,C04575,2025-07-01 08:18:52,UTC,11983.32,AUD,delivered,W007,29
O00034046,C01066,2025-02-08 07:07:59,Europe/Berlin,249839.15,INR,delivered,W004,15
O00034047,C03582,2024-09-09 19:55:17,UTC,9142.28,CAD,shipped,W001,17
O00034048,C04680,2025-03-26 23:12:03,Europe/London,1741561.78,JPY,shipped,W007,19
O00034049,C03280,2024-12-02 06:14:14,UTC,856892.5,INR,delivered,W007,24
O00034050,C02179,2025-05-16 18:01:33,America/New_York,1865345.61,JPY,delivered,W004,6
O00034051,C00746,2025-07-25 10:29:29,America/Los_Angeles,10655.51,GBP,delivered,W005,1
O00034052,C04142,2025-01-13 18:45:03,Europe/Berlin,466994.12,JPY,placed,W002,22
O00034053,C02768,2025-04-29 18:53:18,Europe/London,11326.66,CAD,delivered,W006,13
O00034054,C01392,2025-05-28 22:53:26,Asia/Kolkata,10628.94,CAD,delivered,W004,20
O00034055,C04406,2024-08-28 21:31:14,America/New_York,559583.82,JPY,delivered,W007,14
O00034056,C01249,2024-10-18 09:21:39,Europe/London,891.76,EUR,cancelled,W007,1
O00034057,C02983,2024-08-29 00:39:22,Asia/Singapore,1701.6,GBP,delivered,W008,9
O00034058,C03438,2024-10-05 02:37:07,Europe/Berlin,5024.79,EUR,delivered,W001,0
O00034059,C00244,2025-03-15 06:12:04,Asia/Kolkata,11298.99,USD,shipped,W003,16
O00034060,C04755,2024-12-20 08:55:27,Asia/Singapore,772.14,AUD,shipped,W005,21
O00034061,C03703,2024-09-08 07:53:54,UTC,16315.87,CAD,placed,W006,0
O00034062,C04456,2024-10-14 19:55:44,Europe/London,11335.36,EUR,delivered,W008,2
O00034063,C01862,2025-02-27 23:01:08,UTC,6470.81,GBP,delivered,W003,14
O00034064,C03433,2025-02-04 00:38:15,Asia/Kolkata,8103.93,AUD,delivered,W001,13
O00034065,C02868,2024-12-11 18:25:10,America/New_York,10807.05,CAD,shipped,W002,36
O00034066,C02699,2024-12-18 14:09:29,Asia/Singapore,15043.38,AUD,delivered,W002,1
O00034067,C02857,2024-09-30 09:18:04,Europe/Berlin,1041203.32,INR,delivered,W005,20
O00034068,C03859,2025-01-27 08:24:56,Europe/Berlin,6703.61,GBP,placed,W008,11
O00034069,C04734,2025-04-22 01:16:19,UTC,1087515.82,INR,returned,W007,0
O00034070,C01576,2024-09-03 15:28:04,Asia/Kolkata,12269.55,GBP,shipped,W001,23
O00034071,C02663,2025-01-12 16:18:41,America/New_York,14102.4,USD,delivered,W001,0
O00034072,C00647,2024-12-26 16:59:29,Asia/Kolkata,5964.37,GBP,placed,W007,0
O00034073,C00422,2025-01-21 07:08:25,Asia/Singapore,5022.53,GBP,delivered,W005,0
O00034074,C00436,2025-04-01 21:17:20,Europe/London,10094.76,GBP,delivered,W008,11
O00034075,C01389,2024-08-30 07:48:48,Asia/Singapore,23034.88,USD,shipped,W007,7
O00034076,C02875,2025-06-27 23:48:36,Europe/Berlin,7643.42,USD,shipped,W008,24
O00034077,C02244,2024-10-10 01:58:03,Europe/London,100773.53,JPY,delivered,W007,5
O00034078,C01576,2025-06-25 03:22:04,Asia/Kolkata,4764.69,EUR,delivered,W001,28
O00034079,C00984,2024-10-12 07:36:00,America/New_York,16080.46,AUD,delivered,W003,18
O00034080,C00039,2025-06-28 10:53:06,America/Los_Angeles,11002.77,EUR,returned,W004,28
O00034081,C03491,2025-02-07 08:43:36,America/Los_Angeles,28792.65,AUD,shipped,W008,12
O00034082,C04966,2025-06-14 06:23:44,America/New_York,384309.99,INR,shipped,W008,0
O00034083,C01591,2024-08-19 18:14:25,America/Los_Angeles,964.88,EUR,delivered,W003,0
O00034084,C04352,2025-02-02 08:47:06,Europe/London,11049.0,AUD,delivered,W004,17
O00034085,C03788,2025-07-25 14:48:59,Europe/London,4673.12,EUR,delivered,W005,7
O00034086,C02535,2025-04-05 00:05:19,UTC,9978.2,USD,delivered,W002,11
O00034087,C00994,2025-06-10 05:13:57,Asia/Kolkata,1026031.68,INR,delivered,W003,4
O00034088,C03531,2024-09-12 03:58:53,America/New_York,11722.64,CAD,shipped,W001,25
O00034089,C04351,2024-12-18 13:54:30,Europe/Berlin,1311.14,EUR,shipped,W003,4
O00034090,C00570,2024-10-15 03:22:08,America/Los_Angeles,309409.99,INR,delivered,W001,20
O00034091,C03949,2025-07-16 21:38:17,America/New_York,12142.93,EUR,delivered,W006,7
O00034092,C04792,2025-08-09 02:54:10,America/New_York,6369.07,AUD,shipped,W003,22
O00034093,C03281,2025-02-05 01:42:03,Europe/London,15185.42,AUD,cancelled,W008,16
O00034094,C02874,2025-07-27 04:30:28,America/Los_Angeles,428042.49,INR,delivered,W008,3
O00034095,C01984,2024-12-24 21:54:34,America/Los_Angeles,13259.68,EUR,delivered,W006,24
O00034096,C04416,2025-06-05 01:10:08,UTC,23325.59,AUD,delivered,W002,0
O00034097,C02151,2025-03-27 15:10:09,Asia/Singapore,4911.66,AUD,delivered,W004,17
O00034098,C02035,2025-06-16 23:56:42,America/Los_Angeles,1312990.04,INR,delivered,W003,14
O00034099,C03628,2025-05-11 12:36:33,UTC,12645.21,CAD,delivered,W005,0
O00034100,C00772,2024-10-24 00:12:05,America/New_York,12749.24,USD,delivered,W004,0
O00034101,C02073,2025-02-08 09:08:18,Europe/Berlin,6228.24,EUR,delivered,W005,11
O00034102,C00504,2025-07-04 10:02:16,America/New_York,8213.84,GBP,delivered,W001,27
O00034103,C00683,2025-05-26 01:03:24,UTC,5678.05,USD,delivered,W006,14
O00034104,C02010,2024-12-31 09:42:44,Europe/London,7356.68,EUR,delivered,W006,13
O00034105,C04340,2024-10-26 14:50:09,UTC,12945.15,EUR,delivered,W002,19
O00034106,C01585,2025-05-17 06:05:56,America/Los_Angeles,761.8,EUR,delivered,W006,20
O00034107,C00131,2025-07-27 05:06:30,UTC,973.2,GBP,shipped,W004,22
O00034108,C00685,2024-09-23 16:34:14,Europe/London,11623.56,AUD,placed,W002,7
O00034109,C01358,2024-10-28 16:05:21,Asia/Kolkata,9865.66,GBP,delivered,W007,7
O00034110,C04330,2024-08-21 10:21:20,America/Los_Angeles,859887.48,INR,cancelled,W001,20
O00034111,C02396,2025-04-01 09:25:05,UTC,8802.34,CAD,shipped,W006,8
O00034112,C03107,2025-04-26 11:21:50,Europe/Berlin,251767.65,JPY,shipped,W004,13
O00034113,C03424,2024-09-29 10:46:18,Europe/Berlin,3887.71,GBP,shipped,W005,4
O00034114,C01025,2024-08-17 14:28:05,America/New_York,17882.88,EUR,delivered,W004,12
O00034115,C04576,2024-11-05 13:42:42,UTC,7394.6,CAD,delivered,W007,7
O00034116,C03876,2025-05-11 03:32:03,Asia/Singapore,5740.93,GBP,delivered,W002,19
O00034117,C02711,2025-04-22 08:17:19,America/New_York,1503264.99,INR,delivered,W007,23
O00034118,C00408,2024-11-05 10:06:57,Asia/Kolkata,1840.93,USD,shipped,W004,22
O00034119,C02952,2025-04-25 21:39:36,UTC,7483.92,AUD,shipped,W004,21
O00034120,C04177,2024-12-03 22:12:03,Asia/Singapore,5550.12,GBP,shipped,W003,4
O00034121,C00579,2024-11-14 12:30:53,America/New_York,6994.42,CAD,shipped,W008,33
O00034122,C01771,2024-09-14 23:47:50,UTC,9753.59,EUR,delivered,W003,40
O00034123,C03303,2025-05-06 09:03:22,Asia/Kolkata,21600.04,AUD,returned,W008,0
O00034124,C01929,2025-02-10 13:38:54,Europe/Berlin,11962.85,EUR,delivered,W005,2
O00034125,C04455,2024-08-31 16:39:55,America/Los_Angeles,4998.21,USD,placed,W002,12
O00034126,C01063,2025-07-15 16:40:05,Europe/London,13366.22,AUD,shipped,W008,21
O00034127,C00185,2024-12-02 03:43:46,Europe/Berlin,1522626.66,INR,delivered,W003,19
O00034128,C03576,2025-01-07 09:11:45,UTC,12065.8,AUD,delivered,W006,0
O00034129,C01344,2025-05-13 19:01:53,Europe/London,4776.98,EUR,shipped,W006,10
O00034130,C04258,2025-07-04 14:48:00,Asia/Kolkata,3155.73,EUR,delivered,W005,18
O00034131,C03326,2024-09-24 03:50:31,Europe/Berlin,2715.27,USD,delivered,W008,32
O00034132,C00897,2025-03-07 01:55:43,America/Los_Angeles,13908.82,AUD,delivered,W005,18
O00034133,C01123,2024-12-30 21:00:42,Asia/Singapore,4841.64,AUD,returned,W005,9
O00034134,C04800,2025-05-21 22:32:23,UTC,7288.9,EUR,delivered,W005,9
O00034135,C00569,2024-11-10 10:56:31,Europe/Berlin,7932.63,AUD,delivered,W002,25
O00034136,C02727,2024-12-31 06:21:48,Europe/Berlin,5641.02,CAD,delivered,W003,10
O00034137,C01392,2024-09-05 01:49:57,Asia/Kolkata,6057.32,USD,delivered,W008,22
O00034138,C00558,2025-02-10 06:46:33,America/Los_Angeles,8497.37,GBP,delivered,W007,0
O00034139,C03597,2025-06-12 13:26:19,Europe/London,2502.0,USD,shipped,W001,0
O00034140,C03877,2024-08-27 03:29:22,Europe/London,13465.73,EUR,shipped,W004,22
O00034141,C03957,2025-04-14 10:50:24,Europe/Berlin,5263.6,USD,shipped,W005,13
O00034142,C04538,2025-06-09 19:11:03,Europe/Berlin,18327.26,CAD,delivered,W002,7
O00034143,C00650,2024-10-14 17:55:18,UTC,1037184.18,INR,shipped,W008,9
O00034144,C02593,2025-04-19 05:17:37,Asia/Kolkata,3532.87,USD,shipped,W005,1
O00034145,C02209,2024-09-17 11:40:18,Asia/Singapore,559216.67,INR,shipped,W007,11
O00034146,C04381,2025-05-05 21:14:39,Asia/Singapore,6604.36,CAD,shipped,W007,4
O00034147,C03154,2024-09-30 03:36:23,America/New_York,241278.34,INR,delivered,W007,16
O00034148,C02303,2025-07-30 23:31:52,America/New_York,23978.8,AUD,shipped,W005,14
O00034149,C00311,2025-05-12 17:34:17,UTC,12461.7,CAD,shipped,W003,18
O00034150,C02784,2025-01-08 15:34:57,Asia/Kolkata,277.4,CAD,shipped,W003,9
O00034151,C02243,2025-05-10 20:37:43,Europe/London,13390.32,CAD,delivered,W007,25
O00034152,C03424,2024-10-28 17:53:19,Europe/Berlin,5261.18,USD,delivered,W008,2
O00034153,C01124,2024-11-19 12:58:40,Europe/London,709097.51,INR,delivered,W004,17
O00034154,C00790,2024-09-12 16:22:07,Europe/Berlin,11945.23,AUD,shipped,W002,5
O00034155,C01093,2024-11-05 19:40:30,Asia/Singapore,5444.95,GBP,delivered,W001,18
O00034156,C02977,2025-06-05 05:35:23,Asia/Singapore,756618.32,INR,shipped,W001,1
O00034157,C04181,2024-10-22 22:38:39,Europe/Berlin,8430.26,CAD,shipped,W005,0
O00034158,C00324,2024-09-15 15:48:50,UTC,9692.19,GBP,delivered,W007,4
O00034159,C03446,2024-08-20 13:42:00,Europe/Berlin,2539.4,GBP,delivered,W003,6
O00034160,C01920,2024-09-16 05:32:16,Europe/London,514.9,USD,delivered,W005,9
O00034161,C03562,2024-10-22 17:58:38,Asia/Kolkata,5226.92,EUR,delivered,W003,17
O00034162,C04220,2024-12-08 01:58:17,America/Los_Angeles,5953.36,EUR,delivered,W008,25
O00034163,C00204,2025-03-06 11:18:06,Asia/Singapore,3376741.18,JPY,delivered,W002,20
O00034164,C01943,2025-04-27 13:40:26,Europe/London,3598.08,EUR,shipped,W002,1
O00034165,C04923,2024-10-19 22:06:39,America/New_York,4422.54,AUD,delivered,W003,22
O00034166,C04302,2025-05-20 11:45:35,Europe/Berlin,186323.53,JPY,shipped,W006,10
O00034167,C03045,2024-12-01 16:52:38,UTC,2834.62,USD,delivered,W006,15
O00034168,C04584,2025-05-28 14:32:37,America/New_York,10827.96,EUR,delivered,W002,17
O00034169,C02048,2025-07-28 06:24:58,Europe/London,2238.64,GBP,delivered,W006,0
O00034170,C00203,2025-08-08 05:39:49,Asia/Kolkata,8185.0,EUR,shipped,W007,20
O00034171,C01784,2024-11-12 01:40:59,Asia/Singapore,5389.42,GBP,delivered,W007,36
O00034172,C01692,2025-06-16 11:13:25,Europe/Berlin,15595.54,AUD,delivered,W007,11
O00034173,C02541,2024-10-22 22:49:36,Asia/Kolkata,9382.04,AUD,delivered,W006,17
O00034174,C00732,2025-02-11 03:14:58,Europe/Berlin,5143.53,EUR,delivered,W003,17
O00034175,C02767,2024-09-03 05:18:48,Asia/Kolkata,930207.53,INR,shipped,W002,0
O00034176,C01094,2024-09-24 18:48:13,America/Los_Angeles,643.45,CAD,delivered,W005,12
O00034177,C03666,2024-09-19 02:56:24,Europe/London,907222.47,INR,delivered,W005,26
O00034178,C01129,2025-06-10 17:28:56,America/Los_Angeles,5024.86,USD,cancelled,W004,11
O00034179,C00245,2025-01-21 03:31:51,Asia/Kolkata,1102151.44,JPY,shipped,W001,12
O00034180,C02401,2025-02-01 09:09:16,UTC,9927.24,CAD,delivered,W002,5
O00034181,C02804,2025-01-01 13:25:14,Europe/London,8186.95,EUR,delivered,W006,34
O00034182,C04068,2024-10-07 06:52:32,UTC,1632622.07,JPY,delivered,W005,0
O00034183,C00923,2025-05-06 09:02:45,Asia/Kolkata,10741.48,EUR,delivered,W007,1
O00034184,C02481,2024-11-15 03:37:25,UTC,1067555.89,JPY,shipped,W004,0
O00034185,C03957,2025-08-08 06:35:49,Europe/Berlin,486329.4,JPY,placed,W001,24
O00034186,C02019,2025-04-09 07:10:21,Asia/Kolkata,727672.03,JPY,delivered,W008,22
O00034187,C04590,2025-06-06 11:26:21,Europe/Berlin,103486.76,JPY,delivered,W001,21
O00034188,C03207,2024-09-10 16:10:41,Europe/Berlin,11294.14,EUR,delivered,W007,4
O00034189,C02439,2024-11-06 10:15:14,Europe/London,11712.08,CAD,placed,W002,0
O00034190,C01477,2025-07-23 14:37:26,Europe/Berlin,9850.18,EUR,cancelled,W005,0
O00034191,C00756,2025-03-15 00:13:48,America/New_York,501572.04,JPY,delivered,W005,11
O00034192,C04133,2024-09-21 06:30:04,America/New_York,7512.96,GBP,shipped,W008,9
O00034193,C01198,2025-05-11 16:42:02,UTC,5736.51,GBP,delivered,W005,8
O00034194,C03083,2025-05-12 19:49:42,Europe/Berlin,2954.97,CAD,delivered,W001,0
O00034195,C01294,2024-12-26 06:28:56,UTC,329720.57,JPY,delivered,W003,37
O00034196,C02312,2025-03-23 16:56:23,America/Los_Angeles,11952.16,EUR,delivered,W004,15
O00034197,C02589,2025-06-22 10:38:56,Europe/Berlin,10905.55,EUR,delivered,W001,5
O00034198,C03344,2025-01-26 21:08:32,America/New_York,118498.34,INR,placed,W006,16
O00034199,C03177,2025-02-11 19:51:05,UTC,819.86,CAD,delivered,W003,9
O00034200,C00344,2024-09-07 17:41:49,UTC,11860.32,USD,delivered,W002,6
O00034201,C03088,2025-05-10 21:03:40,Europe/London,876669.98,INR,delivered,W004,5
O00034202,C02616,2025-06-29 14:50:53,Europe/Berlin,640419.99,INR,placed,W003,16
O00034203,C02779,2025-05-25 20:26:10,Asia/Singapore,10574.95,AUD,delivered,W006,4
O00034204,C04996,2025-04-06 16:33:55,Europe/London,784593.34,INR,cancelled,W003,26
O00034205,C03971,2025-01-18 22:34:34,Asia/Singapore,2315.46,USD,shipped,W006,7
O00034206,C04529,2025-04-22 22:50:04,America/Los_Angeles,743044.11,JPY,delivered,W008,3
O00034207,C00092,2024-12-18 22:38:56,America/Los_Angeles,518220.59,JPY,placed,W008,6
O00034208,C02993,2025-01-18 12:16:44,America/New_York,7146.73,CAD,delivered,W005,0
O00034209,C03030,2025-05-05 10:12:34,Europe/Berlin,10512.36,USD,delivered,W004,18
O00034210,C03875,2025-07-23 14:05:52,America/Los_Angeles,682473.53,JPY,shipped,W006,5
O00034211,C00092,2025-02-21 06:42:04,America/Los_Angeles,14368.41,CAD,placed,W003,8
O00034212,C01974,2025-04-24 08:12:17,UTC,4910.43,EUR,delivered,W006,20
O00034213,C03531,2024-11-18 05:06:58,America/New_York,2318380.9,JPY,delivered,W003,25
O00034214,C00882,2024-08-28 14:53:18,America/Los_Angeles,8106.59,EUR,delivered,W007,17
O00034215,C00150,2025-07-24 22:18:32,Europe/Berlin,79.22,EUR,delivered,W005,21
O00034216,C04775,2025-02-01 04:13:01,UTC,4430.8,GBP,placed,W005,13
O00034217,C01737,2025-01-31 11:49:22,America/New_York,5648.97,CAD,delivered,W008,10
O00034218,C03927,2024-08-24 20:37:55,America/New_York,1546.72,GBP,cancelled,W007,0
O00034219,C01712,2024-10-07 19:12:41,UTC,15177.62,USD,placed,W008,16
O00034220,C01092,2024-08-14 02:34:06,Europe/Berlin,1386601.46,JPY,shipped,W007,5
O00034221,C00739,2025-06-25 01:34:03,America/New_York,9145.56,CAD,delivered,W002,2
O00034222,C03233,2024-12-05 15:59:58,Europe/Berlin,2755.24,USD,shipped,W006,21
O00034223,C03332,2025-02-13 17:05:23,Europe/Berlin,4403.54,AUD,delivered,W001,3
O00034224,C01845,2024-09-29 20:42:39,Europe/Berlin,858223.52,JPY,delivered,W001,11
O00034225,C02898,2024-11-17 04:08:12,America/New_York,937475.81,INR,shipped,W005,17
O00034226,C02563,2024-10-28 05:02:44,Europe/London,321.06,CAD,delivered,W005,11
O00034227,C02393,2025-07-14 16:11:36,America/Los_Angeles,661.2,GBP,delivered,W006,8
O00034228,C00162,2025-02-13 11:51:43,UTC,13645.81,GBP,delivered,W003,4
O00034229,C01266,2025-07-21 06:57:05,UTC,431616.66,INR,delivered,W005,15
O00034230,C02316,2025-05-09 13:04:20,Asia/Kolkata,3548.27,EUR,delivered,W008,17
O00034231,C01567,2025-07-15 00:58:19,Europe/London,11591.78,CAD,delivered,W007,0
O00034232,C00994,2024-10-03 12:08:24,Asia/Kolkata,9525.99,AUD,delivered,W007,23
O00034233,C02526,2025-06-01 13:01:48,Europe/Berlin,334.16,EUR,delivered,W006,15
O00034234,C01360,2025-06-20 19:40:08,Asia/Singapore,3884.46,CAD,delivered,W004,14
O00034235,C00395,2024-10-31 05:15:07,Europe/London,6634.45,GBP,delivered,W008,4
O00034236,C01853,2025-07-15 05:45:13,UTC,2177.12,USD,delivered,W001,17
O00034237,C04294,2025-04-10 08:40:19,Europe/London,13681.05,CAD,delivered,W003,8
O00034238,C04939,2025-08-01 18:53:55,Asia/Kolkata,7150.16,GBP,placed,W002,0
O00034239,C02416,2025-02-08 11:37:16,Europe/London,4846.17,GBP,cancelled,W008,16
O00034240,C03592,2025-05-25 17:03:25,Asia/Kolkata,5800.45,USD,delivered,W001,14
O00034241,C03415,2024-10-20 16:14:41,Europe/Berlin,6004.9,GBP,delivered,W005,0
O00034242,C01227,2025-01-08 04:32:28,UTC,689491.66,INR,shipped,W008,23
O00034243,C03025,2025-07-14 06:32:33,UTC,3122.01,USD,shipped,W007,3
O00034244,C04587,2025-07-24 18:27:35,Asia/Kolkata,4460.3,CAD,cancelled,W008,34
O00034245,C01819,2024-12-16 12:54:37,Asia/Kolkata,9494.85,EUR,shipped,W006,7
O00034246,C00504,2025-02-07 05:03:36,America/New_York,1644327.92,JPY,delivered,W003,1
O00034247,C02428,2025-04-15 22:27:00,UTC,4151.53,EUR,shipped,W004,0
O00034248,C03018,2025-03-08 20:36:46,Europe/London,13964.72,USD,placed,W001,14
O00034249,C02368,2025-08-07 19:40:48,America/Los_Angeles,1859.93,CAD,delivered,W008,11
O00034250,C04673,2024-12-12 05:26:59,Europe/London,11132.1,EUR,delivered,W006,17
O00034251,C03909,2025-08-10 11:30:14,Asia/Singapore,8470.71,EUR,delivered,W005,23
O00034252,C00401,2024-12-10 19:16:51,America/Los_Angeles,339.55,GBP,delivered,W006,0
O00034253,C01016,2025-05-10 03:40:05,UTC,14116.77,AUD,delivered,W002,3
O00034254,C03902,2024-09-08 14:00:21,UTC,2197191.17,JPY,delivered,W005,9
O00034255,C02068,2024-11-26 22:48:46,America/New_York,754452.96,JPY,delivered,W006,10
O00034256,C03476,2024-08-22 22:07:28,America/New_York,1395045.0,INR,delivered,W003,20
O00034257,C04985,2024-10-10 05:47:36,Asia/Kolkata,1433089.71,JPY,delivered,W006,20
O00034258,C03076,2025-06-09 12:52:34,Asia/Singapore,5788.58,CAD,delivered,W005,24
O00034259,C03101,2024-11-03 19:44:57,America/Los_Angeles,4250.61,GBP,delivered,W008,16
O00034260,C02396,2024-09-03 13:29:24,UTC,5627.26,AUD,delivered,W007,16
O00034261,C01996,2024-12-31 06:18:02,Asia/Kolkata,16365.52,AUD,delivered,W003,38
O00034262,C03052,2024-09-26 13:02:38,Asia/Singapore,15003.55,AUD,cancelled,W006,6
O00034263,C01169,2025-02-10 22:10:06,Asia/Singapore,3464.54,USD,delivered,W001,17
O00034264,C04521,2025-07-24 15:38:14,Europe/Berlin,3376.2,EUR,delivered,W006,4
O00034265,C02870,2025-01-27 05:53:35,Europe/London,11872.52,AUD,delivered,W006,0
O00034266,C01786,2024-08-18 07:33:47,America/Los_Angeles,9049.1,USD,shipped,W008,6
O00034267,C00934,2024-09-26 11:23:10,Asia/Kolkata,4817.21,GBP,delivered,W008,4
O00034268,C04034,2025-04-27 22:18:47,America/New_York,194.03,AUD,delivered,W001,22
O00034269,C02287,2024-10-15 14:47:28,Asia/Singapore,20783.38,AUD,delivered,W008,18
O00034270,C04273,2025-02-17 00:41:48,Asia/Singapore,11535.15,EUR,returned,W003,10
O00034271,C01315,2025-04-25 08:30:08,America/New_York,1732230.88,JPY,delivered,W002,0
O00034272,C00091,2025-01-30 14:31:37,Europe/Berlin,5769.09,USD,delivered,W004,3
O00034273,C01567,2025-08-10 16:51:43,Europe/London,3710.0,AUD,cancelled,W006,8
O00034274,C01298,2025-03-25 16:32:48,Europe/London,16134.24,CAD,shipped,W008,1
O00034275,C00324,2025-08-08 19:31:29,UTC,1559.34,EUR,delivered,W005,3
O00034276,C04143,2024-09-07 12:19:51,UTC,12148.26,USD,delivered,W003,0
O00034277,C01917,2025-03-26 08:11:15,UTC,4093.48,USD,shipped,W002,0
O00034278,C04986,2025-03-24 20:15:50,Asia/Kolkata,8978.91,CAD,shipped,W005,3
O00034279,C03477,2025-05-29 16:44:20,Asia/Singapore,6584.09,CAD,delivered,W002,9
O00034280,C04709,2024-11-10 02:26:54,Europe/Berlin,5610.08,GBP,shipped,W002,2
O00034281,C03974,2025-02-11 09:59:28,America/Los_Angeles,17110.31,CAD,delivered,W008,13
O00034282,C00183,2024-10-17 17:49:04,Europe/Berlin,1489166.18,JPY,delivered,W004,2
O00034283,C01434,2024-10-26 07:32:41,America/Los_Angeles,453210.28,JPY,shipped,W003,4
O00034284,C01322,2025-07-08 15:52:06,America/New_York,8541.26,GBP,returned,W002,2
O00034285,C01833,2025-03-21 04:09:44,America/New_York,15471.14,AUD,cancelled,W008,8
O00034286,C02062,2025-01-01 10:36:28,Europe/London,302023.34,INR,delivered,W003,3
O00034287,C04123,2025-08-09 09:09:42,Europe/London,12310.49,CAD,shipped,W007,9
O00034288,C02204,2025-05-13 17:25:33,Asia/Singapore,1682982.32,JPY,returned,W005,6
O00034289,C04365,2025-06-14 02:43:54,America/Los_Angeles,16172.39,AUD,delivered,W006,9
O00034290,C03418,2025-04-06 20:29:41,America/New_York,11345.1,CAD,delivered,W008,16
O00034291,C02471,2024-08-24 11:33:20,Europe/Berlin,6561.2,USD,delivered,W007,11
O00034292,C02928,2025-02-27 17:33:40,UTC,21056.89,AUD,delivered,W002,12
O00034293,C01210,2025-03-21 05:22:55,Europe/Berlin,302345.59,JPY,delivered,W004,30
O00034294,C03607,2025-08-01 02:55:01,Europe/Berlin,26691.06,AUD,delivered,W007,18
O00034295,C02838,2025-06-15 17:05:11,Europe/London,519888.34,INR,shipped,W003,0
O00034296,C00207,2024-12-29 01:04:15,Europe/Berlin,9547.89,GBP,delivered,W002,16
O00034297,C02084,2025-01-22 13:03:05,Europe/Berlin,1289599.99,INR,delivered,W003,15
O00034298,C04518,2025-06-13 11:02:37,Asia/Singapore,9399.99,GBP,shipped,W007,0
O00034299,C01919,2025-07-09 03:19:35,Europe/Berlin,1280555.9,JPY,delivered,W004,13
O00034300,C04577,2024-10-09 05:35:06,Asia/Kolkata,647.75,USD,returned,W002,0
O00034301,C04595,2024-12-26 20:08:53,Asia/Singapore,9302.37,GBP,shipped,W003,13
O00034302,C03201,2024-08-28 21:50:38,America/Los_Angeles,4887.44,EUR,delivered,W001,23
O00034303,C03964,2024-08-29 19:06:54,UTC,7144.3,AUD,delivered,W008,0
O00034304,C00255,2024-08-31 12:36:14,Asia/Kolkata,21706.06,CAD,returned,W007,19
O00034305,C00401,2024-12-05 14:31:19,America/Los_Angeles,1268522.07,JPY,delivered,W001,23
O00034306,C00815,2025-01-08 23:09:10,Europe/Berlin,50113.34,INR,returned,W002,13
O00034307,C00598,2025-01-07 12:11:00,America/New_York,17927.7,AUD,shipped,W004,6
O00034308,C04263,2025-01-13 12:03:31,Asia/Singapore,805666.18,JPY,delivered,W001,0
O00034309,C01947,2025-05-07 15:07:32,Asia/Kolkata,7452.42,USD,placed,W001,15
O00034310,C02972,2024-09-08 05:45:29,UTC,6764.95,USD,delivered,W006,12
O00034311,C02424,2025-08-10 22:22:18,America/New_York,3096.83,USD,delivered,W006,6
O00034312,C00503,2025-08-02 12:29:08,Europe/Berlin,17668.69,GBP,cancelled,W008,18
O00034313,C03221,2025-08-09 00:11:30,Europe/Berlin,17050.52,EUR,shipped,W001,10
