product_id,name,category_id,supplier_id,price_usd,currency,created_at
P00716,Product 716 last,8,S0014,1179.78,GBP,2024-04-22 12:55:24
P00717,Product 717 else,15,S0027,886.54,JPY,2024-02-07 14:44:43
P00718,Product 718 dog,20,S0001,493.2,JPY,2024-05-23 03:44:48
P00719,Product 719 blue,9,S0040,1259.13,CAD,2024-06-17 22:42:25
P00720,Product 720 find,7,S0004,373.76,USD,2023-11-19 23:34:25
P00721,Product 721 the,21,S0023,78.26,CAD,2025-03-10 09:58:53
P00722,Product 722 impact,2,S0043,1158.29,JPY,2023-08-27 11:22:57
P00723,Product 723 town,10,S0022,1841.17,USD,2024-05-26 03:06:16
P00724,Product 724 cut,4,S0027,1987.5,EUR,2023-09-01 14:53:54
P00725,Product 725 before,22,S0019,1224.12,AUD,2023-08-28 21:15:15
P00726,Product 726 point,23,S0039,1146.7,JPY,2024-04-22 21:04:38
P00727,Product 727 yes,6,S0030,1499.92,INR,2024-05-21 12:51:57
P00728,Product 728 worker,2,S0006,1538.18,INR,2024-08-14 13:25:54
P00729,Product 729 us,12,S0025,1641.43,CAD,2024-05-29 03:48:12
P00730,Product 730 work,14,S0036,134.53,GBP,2024-01-04 02:03:14
P00731,Product 731 home,5,S0008,1390.77,INR,2024-02-23 06:00:56
P00732,Product 732 product,11,S0034,830.45,EUR,2024-05-15 12:58:17
P00733,Product 733 less,23,S0014,1226.05,USD,2023-08-29 17:58:49
P00734,Product 734 them,19,S0047,1958.8,JPY,2024-06-25 20:46:51
P00735,Product 735 capital,3,S0031,1449.53,JPY,2024-01-01 22:21:43
P00736,Product 736 whole,23,S0019,856.97,CAD,2024-04-06 16:09:15
P00737,Product 737 quality,11,S0017,1053.16,JPY,2024-09-19 21:14:08
P00738,Product 738 middle,12,S0009,1230.51,GBP,2024-12-19 11:58:22
P00739,Product 739 its,17,S0047,1265.56,GBP,2025-06-19 01:22:18
P00740,Product 740 course,6,S0040,469.28,INR,2024-01-16 18:06:07
P00741,Product 741 accept,7,S0001,240.82,GBP,2025-02-01 01:37:36
P00742,Product 742 should,21,S0008,1476.25,EUR,2023-11-28 07:57:19
P00743,Product 743 newspaper,20,S0027,831.01,INR,2024-02-21 17:25:52
P00744,Product 744 industry,12,S0036,1613.06,EUR,2023-09-19 12:59:59
P00745,Product 745 second,1,S0041,406.37,INR,2025-07-12 05:28:19
P00746,Product 746 source,9,S0005,619.01,JPY,2024-09-11 23:25:04
P00747,Product 747 kind,18,S0021,1535.23,USD,2024-09-25 17:25:37
P00748,Product 748 property,22,S0022,686.02,AUD,2024-10-17 22:52:22
P00749,Product 749 add,19,S0040,1920.43,CAD,2025-08-04 03:38:01
P00750,Product 750 too,6,S0013,664.38,INR,2025-04-01 15:12:04
P00751,Product 751 now,22,S0031,1832.75,CAD,2024-03-11 21:21:50
P00752,Product 752 become,2,S0042,275.83,EUR,2025-02-05 05:11:40
P00753,Product 753 gas,21,S0030,1784.66,JPY,2025-05-24 21:14:42
P00754,Product 754 certainly,11,S0030,1569.06,GBP,2025-04-21 03:26:48
P00755,Product 755 state,24,S0004,1671.04,INR,2024-01-12 23:01:56
P00756,Product 756 their,19,S0047,1358.0,JPY,2024-03-12 08:36:36
P00757,Product 757 protect,18,S0002,420.48,AUD,2025-04-09 14:59:40
P00758,Product 758 citizen,11,S0023,137.1,EUR,2024-12-09 14:31:31
P00759,Product 759 cut,9,S0002,681.61,GBP,2025-08-09 16:36:08
P00760,Product 760 help,21,S0035,1685.6,JPY,2024-05-13 22:00:13
P00761,Product 761 several,20,S0025,378.82,USD,2024-10-23 06:28:26
P00762,Product 762 concern,25,S0020,1412.01,INR,2024-09-05 10:55:02
P00763,Product 763 billion,23,S0003,546.64,USD,2025-05-15 16:34:10
P00764,Product 764 left,16,S0016,746.31,CAD,2023-09-09 21:19:51
P00765,Product 765 else,10,S0014,1052.58,EUR,2025-06-15 09:24:39
P00766,Product 766 to,4,S0024,1570.96,CAD,2023-10-21 15:44:59
P00767,Product 767 member,7,S0006,890.33,USD,2023-08-28 23:55:30
P00768,Product 768 agent,16,S0033,312.39,INR,2023-08-22 17:30:29
P00769,Product 769 thing,16,S0047,1748.39,INR,2023-10-13 21:48:03
P00770,Product 770 author,25,S0021,290.87,CAD,2023-12-02 13:18:22
P00771,Product 771 experience,4,S0034,1355.05,EUR,2023-08-30 14:11:59
P00772,Product 772 local,7,S0047,77.92,GBP,2024-07-20 19:23:59
P00773,Product 773 south,23,S0034,236.09,INR,2024-11-13 05:25:09
P00774,Product 774 ability,2,S0044,1697.01,CAD,2024-11-03 14:10:16
P00775,Product 775 notice,3,S0022,936.42,USD,2024-06-18 19:52:47
P00776,Product 776 service,4,S0034,1533.53,AUD,2025-06-17 23:35:37
P00777,Product 777 almost,10,S0002,1157.23,INR,2024-03-25 05:41:33
P00778,Product 778 end,21,S0014,645.16,EUR,2025-02-01 08:06:52
P00779,Product 779 appear,10,S0018,1066.89,CAD,2024-02-14 14:53:11
P00780,Product 780 popular,15,S0043,239.71,EUR,2025-04-10 17:07:13
P00781,Product 781 build,6,S0018,233.35,JPY,2024-01-24 23:13:35
P00782,Product 782 record,18,S0033,209.24,JPY,2024-03-25 16:29:44
P00783,Product 783 by,12,S0036,640.38,EUR,2025-04-02 23:20:27
P00784,Product 784 news,23,S0019,1150.3,EUR,2025-06-08 20:17:37
P00785,Product 785 table,3,S0020,1228.46,INR,2025-04-06 01:01:08
P00786,Product 786 market,18,S0029,106.2,USD,2024-12-19 20:13:27
P00787,Product 787 fill,16,S0044,105.66,GBP,2025-08-07 13:34:06
P00788,Product 788 heavy,2,S0006,855.8,EUR,2025-03-01 13:30:42
P00789,Product 789 teach,23,S0039,1783.1,AUD,2024-07-22 16:16:41
P00790,Product 790 music,23,S0045,894.44,INR,2023-08-24 17:05:55
P00791,Product 791 mouth,10,S0022,1635.8,AUD,2025-05-06 13:36:48
P00792,Product 792 science,25,S0043,1619.55,USD,2024-06-09 12:52:14
P00793,Product 793 particular,25,S0049,934.06,EUR,2025-03-11 03:06:30
P00794,Product 794 generation,3,S0045,939.21,GBP,2024-07-14 03:43:44
P00795,Product 795 message,10,S0044,1290.62,CAD,2024-10-12 09:11:25
P00796,Product 796 sea,15,S0031,467.23,EUR,2025-07-15 07:22:31
P00797,Product 797 doctor,5,S0040,519.82,INR,2025-03-11 19:20:20
P00798,Product 798 color,13,S0012,1400.73,AUD,2025-08-01 15:47:36
P00799,Product 799 get,11,S0021,909.3,USD,2024-03-13 09:10:13
P00800,Product 800 process,3,S0031,230.21,GBP,2024-08-20 07:40:58
